0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100
8.02,9.456,8.04,8.084,7.804,8.04,8,7.86,7.992,8.12
7.948,10.124,7.968,8.072,7.812,8.128,8.148,7.952,7.916,8.04
7.876,10.756,7.84,7.944,7.708,8.052,8.16,8.008,8.036,8.148
7.96,11.272,7.864,7.912,7.64,7.952,8.072,7.98,8.072,8.148
8.016,11.084,7.968,8.04,7.648,8.02,8.036,7.836,7.996,8.084
7.932,9.756,7.944,8.092,7.7,8.128,8.168,7.872,7.924,8.044
7.868,8.512,7.828,7.964,7.712,8.032,8.212,8,8.044,8.12
7.956,7.996,7.844,7.936,7.592,7.948,8.128,7.936,8.092,8.204
8.008,7.948,7.964,8.008,7.644,7.964,8.088,7.872,8.028,8.112
7.968,7.992,7.936,8.08,7.716,8.076,8.196,7.892,7.916,8.064
7.86,7.948,7.852,7.996,7.668,8.068,8.276,8.012,8.008,8.084
7.912,7.992,7.872,7.884,7.592,7.976,8.224,7.988,8.076,8.192
7.988,8.172,7.964,7.964,7.648,7.952,8.176,7.856,8.064,8.116
7.98,8.168,7.94,8.08,7.74,8.08,8.236,7.86,7.92,8.056
7.86,8.096,7.748,7.98,7.696,8.088,8.364,7.964,7.956,8.076
7.892,8.084,7.776,7.904,7.532,7.96,8.312,7.96,8.08,8.212
8.024,8.18,8.14,7.952,7.5,7.92,8.264,7.88,8.064,8.132
7.996,8.212,8.648,8.104,7.82,8.048,8.324,7.884,7.96,8.088
7.892,8.084,9.192,8.028,8.212,8.068,8.456,7.964,8,8.068
7.892,8.084,9.852,7.9,8.696,7.98,8.408,8.032,8.16,8.192
7.968,8.164,10.652,7.936,9.324,7.916,8.372,7.972,8.168,8.132
8.004,8.204,11.24,8.124,10.216,8.036,8.428,7.936,8.072,8.064
7.912,8.16,11.088,8.032,10.836,8.096,8.604,8.044,8.056,8.068
7.864,8.076,9.812,7.924,10.96,7.996,8.62,8.112,8.228,8.168
7.992,8.164,8.624,7.904,9.932,7.916,8.588,8.064,8.276,8.152
8.004,8.248,8.016,8.068,8.632,8.012,8.632,8.04,8.204,8.1
7.92,8.184,7.784,8.064,7.836,8.096,8.788,8.156,8.108,8.052
7.868,8.128,7.752,7.916,7.552,8.008,8.84,8.224,8.232,8.152
7.964,8.208,7.816,7.888,7.564,7.904,8.824,8.128,8.224,8.176
8.016,8.3,7.976,8.048,7.636,7.988,8.848,8.032,8.168,8.116
7.94,8.252,8.008,8.08,7.72,8.084,8.988,8.056,8,8.048
7.852,8.164,7.936,7.932,7.744,8.02,9.072,8.12,8.152,8.12
7.944,8.216,7.992,7.9,7.708,7.92,9.02,8.068,8.188,8.22
8.04,8.34,8.104,8.004,7.78,7.972,9.028,7.984,8.128,8.1
8.008,8.288,8.08,8.056,7.856,8.12,9.096,7.968,7.956,8.068
7.964,8.248,7.98,7.964,7.8,8.104,9.216,8.06,8.016,8.08
8.004,8.288,7.948,7.912,7.72,8.028,9.156,8,8.052,8.224
8.124,8.38,8.052,7.952,7.732,8.012,9.064,7.88,8.056,8.12
8.116,8.356,8.08,8.112,7.824,8.18,9.056,7.844,7.896,8.048
8.036,8.308,8.028,8.044,7.828,8.188,9.112,7.94,7.936,8.084
8.092,8.304,7.992,7.968,7.736,8.156,8.928,7.924,8.064,8.248
8.236,8.428,8.084,8.036,7.76,8.096,8.764,7.856,8.048,8.152
8.192,8.464,8.144,8.204,7.86,8.224,8.652,7.832,7.9,8.116
8.06,8.408,8.06,8.136,7.84,8.232,8.656,7.892,7.888,8.136
8.052,8.388,8.02,8.052,7.752,8.136,8.496,7.956,8.052,8.28
8.136,8.508,8.08,8.084,7.788,8.048,8.316,7.876,8.032,8.26
8.112,8.584,8.168,8.3,7.828,8.148,8.216,7.828,7.94,8.24
8.008,8.544,8.096,8.22,7.916,8.184,8.316,7.904,7.916,8.204
7.984,8.508,8.056,8.088,7.852,8.112,8.22,7.924,8.044,8.328
8.064,8.624,8.108,8.072,7.832,7.992,8.088,7.844,7.996,8.312
8.08,8.72,8.224,8.212,7.888,8.036,8.036,7.716,7.868,8.236
7.928,8.728,8.192,8.184,7.92,8.12,8.116,7.856,8,8.196
7.864,8.692,8.104,8.02,7.88,7.996,8.084,8.272,8.496,8.232
7.908,8.812,8.152,8.024,7.844,7.876,7.972,8.7,9.024,8.288
7.992,8.94,8.26,8.148,7.916,7.92,7.932,9.196,9.608,8.204
7.908,8.944,8.244,8.124,7.964,8.044,8.016,9.988,10.252,8.124
7.84,8.908,8.156,7.972,7.944,7.964,8.06,10.808,11.012,8.2
7.872,9.016,8.196,7.9,7.916,7.872,7.968,11.14,11.448,8.26
7.956,9.156,8.332,8,7.964,7.876,7.884,10.708,10.62,8.164
7.896,9.136,8.328,8.032,8.04,8.016,7.964,9.492,9.108,8.072
7.812,9.104,8.232,7.932,8.016,7.98,8.044,8.48,8.192,8.068
7.884,9.16,8.264,7.872,7.98,7.896,7.96,7.88,7.94,8.18
7.984,9.272,8.368,7.944,8.02,7.896,7.908,7.628,7.976,8.088
7.924,9.296,8.4,8.064,8.108,8.02,7.936,7.716,7.888,8.052
7.776,9.224,8.368,7.96,8.14,7.988,8.036,7.86,7.976,8.06
7.768,9.132,8.372,7.864,8.068,7.804,7.976,7.932,8.14,8.2
7.9,9.184,8.46,7.904,8.096,7.76,7.884,7.912,8.168,8.12
8.148,9.108,8.596,8.076,8.212,8.168,7.92,7.916,8.064,8.064
8.484,8.936,8.556,7.984,8.248,8.596,8.036,8.016,8.048,8.068
9.024,8.792,8.516,7.864,8.176,9.048,7.992,8.056,8.164,8.16
9.764,8.76,8.648,7.848,8.22,9.608,7.888,7.956,8.148,8.128
10.548,8.708,8.776,7.968,8.34,10.496,7.888,7.888,8.04,8.056
11.04,8.528,8.736,8.072,8.42,11.132,8.028,7.996,7.984,7.94
11.228,8.4,8.736,8.28,8.42,11.236,8.028,8.02,8.148,8.104
10.232,8.376,8.832,8.808,8.424,10.136,7.912,8,8.168,8.372
8.824,8.412,8.992,9.556,8.536,8.856,7.884,7.92,8.064,8.768
8,8.272,8.996,10.248,8.62,8.16,8.012,7.992,8.012,9.3
7.8,8.18,8.948,10.808,8.644,7.844,7.996,8.084,8.152,10.048
7.936,8.196,9.032,11.176,8.6,7.808,7.936,8.036,8.208,10.876
8.02,8.28,9.148,10.752,8.716,7.912,7.92,7.94,8.152,11.348
7.988,8.188,9.184,9.356,8.836,8.068,7.972,8,8.048,11.32
7.936,8.056,9.088,8.248,8.808,8.032,8.048,8.112,8.172,10.164
8.012,8.08,9.112,7.772,8.784,8,7.968,8.084,8.216,8.96
8.124,8.184,9.204,7.892,8.836,8.024,7.9,8.012,8.18,8.176
8.064,8.128,9.112,7.992,8.896,8.152,7.956,8.048,8.084,7.964
7.96,8.044,8.98,7.932,8.832,8.068,8.04,8.16,8.16,8.064
7.98,8.052,8.88,7.92,8.684,7.996,7.948,8.144,8.288,8.232
8.092,8.16,8.86,8.072,8.632,7.996,7.908,8.032,8.288,8.172
8.06,8.144,8.764,8.18,8.604,8.104,7.94,8.056,8.14,8.152
7.968,8.024,8.568,8.096,8.496,8.112,8.044,8.164,8.196,8.188
8.012,8.044,8.432,7.988,8.28,8.004,7.972,8.184,8.324,8.328
8.12,8.152,8.424,8.028,8.216,7.964,7.896,8.08,8.324,8.248
8.1,8.156,8.396,8.164,8.204,8.116,7.896,8.116,8.2,8.164
7.996,8.056,8.26,8.084,8.148,8.16,8.032,8.236,8.224,8.172
8.012,8.04,8.136,7.972,7.98,8.064,7.976,8.252,8.384,8.276
8.116,8.124,8.156,8.02,7.912,8.044,7.904,8.2,8.396,8.248
8.12,8.164,8.188,8.192,7.948,8.108,7.872,8.18,8.32,8.2
8.056,8.092,8.132,8.12,7.94,8.2,8.008,8.28,8.288,8.188
8.032,8.036,8.028,8.008,7.848,8.108,7.964,8.332,8.444,8.304
8.144,8.088,8.044,8.004,7.764,8.04,7.872,8.292,8.504,8.288
8.164,8.164,8.132,8.208,7.852,8.108,7.86,8.272,8.44,8.232
8.092,8.072,8.064,8.184,7.864,8.252,7.976,8.372,8.376,8.192
8.064,8.04,7.972,8.06,7.816,8.176,7.976,8.46,8.552,8.28
8.16,8.088,7.98,8.056,7.732,8.096,7.904,8.444,8.62,8.32
8.228,8.172,8.06,8.216,7.796,8.16,7.864,8.42,8.636,8.28
8.172,8.12,8.068,8.224,7.832,8.284,7.924,8.488,8.544,8.232
8.148,8.036,7.976,8.116,7.812,8.22,7.972,8.62,8.68,8.304
8.192,8.06,7.96,8.1,7.72,8.168,7.9,8.66,8.8,8.42
8.276,8.172,8.048,8.236,7.768,8.184,7.84,8.6,8.836,8.32
8.232,8.136,8.064,8.272,7.856,8.32,7.912,8.688,8.752,8.268
8.204,8.04,7.964,8.16,7.816,8.336,7.996,8.856,8.9,8.308
8.244,8.036,7.956,8.116,7.708,8.228,7.916,8.892,9.024,8.448
8.364,8.16,8.04,8.24,7.76,8.24,7.88,8.848,9.072,8.352
8.376,8.14,8.048,8.344,7.848,8.388,7.892,8.892,9,8.32
8.288,8.036,7.984,8.248,7.828,8.408,8.024,9.052,9.084,8.348
8.332,8.052,7.956,8.184,7.728,8.348,7.916,9.108,9.232,8.496
8.476,8.124,8.032,8.248,7.752,8.316,7.848,9.024,9.24,8.428
8.512,8.12,8.08,8.428,7.852,8.496,7.856,9.052,9.148,8.404
8.424,8.056,8.024,8.356,7.82,8.556,7.984,9.172,9.152,8.412
8.472,8.028,7.956,8.296,7.752,8.492,7.928,9.196,9.292,8.568
8.628,8.112,8,8.348,7.724,8.492,7.864,9.096,9.264,8.508
8.696,8.144,8.096,8.52,7.832,8.62,7.884,9.008,9.12,8.504
8.664,8.064,8.028,8.496,7.848,8.748,8,9.016,8.984,8.504
8.664,8.02,7.996,8.408,7.78,8.68,7.952,8.964,8.988,8.648
8.808,8.072,7.996,8.428,7.74,8.692,7.868,8.804,8.908,8.644
8.908,8.14,8.1,8.656,7.796,8.804,7.828,8.588,8.712,8.612
8.884,8.076,8.056,8.656,7.872,8.972,7.952,8.532,8.504,8.588
8.876,8.02,7.972,8.584,7.792,8.96,7.976,8.544,8.556,8.732
8.992,8.068,7.968,8.632,7.736,8.916,7.876,8.372,8.52,8.816
9.12,8.112,8.072,8.86,7.796,8.996,7.848,8.212,8.404,8.808
9.08,8.08,8.064,8.908,7.836,9.184,7.936,8.168,8.192,8.788
9.048,8.008,7.976,8.828,7.832,9.132,7.992,8.22,8.296,8.884
9.096,8.04,7.976,8.848,7.74,9.056,7.908,8.16,8.292,9.06
9.216,8.124,8.084,9.044,7.772,9.084,7.896,7.984,8.228,9.008
9.132,8.096,8.104,9.14,7.872,9.228,7.992,8.008,8.032,9.04
9.004,7.98,7.984,9.076,7.824,9.16,8.096,8.104,8.112,9.12
8.968,7.992,7.976,9.036,7.732,9.008,8.016,8.02,8.2,9.288
8.988,8.112,8.064,9.196,7.764,8.872,7.988,7.892,8.164,9.224
8.832,8.1,8.092,9.28,7.872,8.904,8.052,7.904,8.024,9.216
8.62,7.988,8,9.196,7.832,8.792,8.192,8.024,8.04,9.268
8.52,7.992,7.976,9.112,7.728,8.592,8.152,7.992,8.176,9.4
8.52,8.1,8.036,9.14,7.744,8.468,8.04,7.896,8.148,9.384
8.428,8.112,8.072,9.184,7.852,8.488,8.04,7.892,8.04,9.328
8.268,8.052,8.032,9.004,7.844,8.444,8.152,7.948,8.008,9.26
8.208,7.996,7.956,8.8,7.764,8.272,8.072,7.98,8.14,9.336
8.264,8.088,8,8.7,7.752,8.172,7.964,7.892,8.14,9.212
8.216,8.1,8.068,8.756,7.864,8.188,7.968,7.884,8.052,9.06
8.096,8.056,8.032,8.584,7.912,8.232,8.092,7.932,8,8.908
8.04,8,7.952,8.372,7.86,8.1,8.04,7.996,8.12,8.9
8.108,8.088,7.968,8.272,7.856,7.984,7.92,7.956,8.152,8.796
8.108,8.176,8.044,8.412,7.904,8.06,7.84,7.86,8.076,8.628
8.044,8.124,8.036,8.32,7.992,8.136,7.96,7.948,7.972,8.504
7.952,8.084,7.94,8.148,7.956,8.056,7.932,7.988,8.088,8.512
8.032,8.164,7.956,8.068,7.92,7.952,7.832,7.944,8.136,8.48
8.092,8.252,8.044,8.224,8.008,7.992,7.804,7.872,8.112,8.348
8.012,8.216,8.044,8.192,8.064,8.108,7.916,7.92,7.988,8.252
7.956,8.188,7.952,8.04,7.992,8.036,7.92,8.012,8.072,8.28
7.988,8.236,7.916,7.996,7.892,7.916,7.86,7.956,8.148,8.372
8.076,8.284,8.044,8.112,7.912,7.952,7.788,7.884,8.096,8.236
8.04,8.252,8.044,8.148,8.012,8.088,7.864,7.904,7.996,8.152
7.932,8.136,7.956,8.044,7.964,8.04,7.948,7.992,8.08,8.18
7.96,8.16,7.94,7.976,7.836,7.944,7.88,7.956,8.152,8.3
8.064,8.192,8.02,8.064,7.836,7.9,7.832,7.864,8.156,8.204
8.052,8.204,8.08,8.148,7.908,8.076,7.816,7.892,8.024,8.128
7.924,8.084,7.976,8.044,7.852,8.056,7.86,7.972,8.028,8.156
7.972,8.048,7.952,7.936,7.724,7.944,7.856,8.008,8.124,8.26
8.072,8.108,8.008,8.008,7.696,7.936,8.12,7.896,8.136,8.168
8.04,8.08,8.072,8.12,7.78,8.056,8.664,7.916,8.008,8.148
7.948,7.98,8.008,8.032,7.8,8.096,9.392,7.956,7.996,8.124
7.944,7.956,7.964,7.932,7.72,7.984,10.048,7.98,8.16,8.212
8.052,8.016,8.012,7.968,7.688,7.888,10.664,7.912,8.14,8.2
8.052,8.052,8.132,8.136,7.796,8.028,11.132,7.864,8.04,8.148
7.968,7.98,8.092,8.088,7.836,8.088,10.948,7.944,7.98,8.12
7.96,7.924,8.056,7.952,7.74,8.004,9.6,7.98,8.128,8.22
8.044,7.976,8.088,7.944,7.7,7.916,8.304,7.948,8.12,8.236
8.08,8.072,8.204,8.112,7.788,7.984,7.744,7.884,8.084,8.144
8.008,8.004,8.188,8.084,7.844,8.104,7.748,7.892,7.972,8.12
7.968,7.916,8.156,7.972,7.764,8.028,7.888,8.008,8.112,8.196
8.044,7.996,8.152,7.952,7.644,7.916,7.824,7.948,8.116,8.264
8.08,8.064,8.244,8.12,7.664,7.96,7.856,7.848,8.068,8.16
8.028,7.952,8.192,8.116,7.884,8.088,7.996,7.872,7.964,8.108
7.968,7.768,8.108,8,8.168,8.012,8.044,7.956,8.068,8.168
8.004,7.952,8.08,7.952,8.576,7.932,7.992,7.948,8.116,8.292
8.096,8.416,8.136,8.096,9.284,7.948,7.928,7.828,8.084,8.164
8.04,8.92,8.152,8.108,10.124,8.068,7.992,7.86,7.936,8.108
7.948,9.452,8.056,8.02,10.78,8.048,8.056,7.956,8.016,8.124
7.988,10.212,8.004,7.936,11.016,7.936,8,7.956,8.112,8.276
8.104,11,8.044,8.04,10.316,7.916,7.932,7.832,8.076,8.164
8.064,11.396,8.056,8.148,9.048,8.056,7.984,7.844,7.972,8.124
7.956,10.74,7.964,8.02,8.08,8.044,8.1,7.964,7.98,8.136
7.96,9.436,7.916,7.96,7.608,7.952,8.008,7.964,8.096,8.244
8.084,8.456,7.96,8.036,7.604,7.944,7.932,7.86,8.104,8.18
8.088,7.964,8.036,8.132,7.776,8.044,7.968,7.848,7.988,8.128
7.948,7.812,7.948,8.044,7.808,8.076,8.1,7.924,7.956,8.132
7.976,7.852,7.892,7.948,7.78,7.964,8.06,7.948,8.088,8.232
8.056,7.976,7.952,7.972,7.8,7.904,8,7.848,8.084,8.184
8.084,8.048,8.016,8.112,7.924,7.98,7.98,7.84,8,8.144
7.972,8.052,7.984,8.048,7.96,8.072,8.124,7.864,7.936,8.104
7.94,8.032,7.912,7.94,7.872,7.96,8.12,7.956,8.076,8.204
8.016,8.096,7.932,7.944,7.836,7.876,8.024,7.9,8.108,8.208
8.04,8.136,8.048,8.092,7.896,7.972,8.028,7.816,8.016,8.12
7.972,8.104,7.972,8.068,7.932,8.072,8.148,7.844,7.924,8.08
7.932,8.04,7.82,7.956,7.888,7.972,8.2,8.004,8.048,8.176
7.996,8.088,7.856,7.936,7.832,7.876,8.116,7.976,8.1,8.228
8.068,8.176,8.276,8.096,7.904,7.924,8.104,7.876,8.044,8.16
7.992,8.112,8.736,8.104,7.984,8.048,8.184,7.972,7.936,8.084
7.932,8.048,9.188,7.972,7.936,7.992,8.236,8.08,8.012,8.128
7.984,8.068,9.824,7.936,7.872,7.864,8.18,8.076,8.088,8.212
8.064,8.16,10.712,8.06,7.912,7.912,8.136,7.98,8.072,8.144
8.016,8.14,11.276,8.088,8.012,8.048,8.196,8.032,7.924,8.088
7.904,8.08,11.144,8.012,7.972,8.008,8.328,8.168,7.996,8.096
7.956,8.112,9.92,7.944,7.92,7.876,8.248,8.112,8.072,8.256
8.076,8.212,8.72,8.04,7.972,7.892,8.236,8.016,8.056,8.16
8.016,8.188,8.076,8.1,8.052,8.024,8.272,7.976,7.98,8.072
7.912,8.108,7.884,8.036,8.024,8.008,8.42,8.088,8,8.108
7.924,8.14,7.9,7.928,7.96,7.924,8.384,8.064,8.128,8.184
8.024,8.224,7.976,7.988,7.988,7.9,8.352,7.964,8.14,8.14
8.036,8.264,8.088,8.116,8.1,8,8.384,7.932,8.06,8.08
7.912,8.156,8.092,8.024,8.1,8.028,8.572,7.98,8.02,8.08
7.936,8.168,8.064,7.912,8.028,7.912,8.548,7.98,8.196,8.18
8.048,8.236,8.104,7.932,8.06,7.884,8.528,7.864,8.272,8.176
8.092,8.296,8.184,8.104,8.16,7.964,8.568,7.78,8.22,8.112
8.032,8.248,8.108,8.024,8.196,8.064,8.76,7.848,8.12,8.064
7.98,8.22,8.068,7.916,8.116,7.944,8.788,7.904,8.212,8.164
8.136,8.288,8.056,7.932,8.112,7.884,8.76,7.864,8.228,8.18
8.14,8.392,8.168,8.096,8.192,7.984,8.776,7.78,8.148,8.104
8.112,8.336,8.128,8.06,8.292,8.108,8.956,7.82,8.028,8.06
8.068,8.292,8.08,7.948,8.228,8.044,9.016,7.9,8.16,8.12
8.212,8.388,8.056,7.908,8.216,7.936,8.996,7.864,8.168,8.188
8.256,8.492,8.204,8.084,8.316,8.056,9.012,7.764,8.12,8.1
8.172,8.472,8.2,8.076,8.396,8.188,9.136,7.82,7.976,8.04
8.076,8.396,8.088,7.96,8.368,8.152,9.212,7.92,8.024,8.104
8.112,8.46,8.076,7.948,8.352,8.08,9.128,7.88,8.072,8.232
8.18,8.612,8.176,8.076,8.444,8.1,9.096,7.68,8.004,8.096
8.108,8.62,8.212,8.128,8.572,8.188,9.092,7.644,7.872,8.052
8.008,8.56,8.132,8.016,8.588,8.164,9.132,7.916,7.94,8.068
8.052,8.62,8.096,7.936,8.532,8.024,8.956,8.296,8.028,8.2
8.12,8.764,8.2,8.016,8.632,7.988,8.82,8.748,8.024,8.12
8.04,8.832,8.264,8.1,8.8,8.096,8.724,9.436,7.912,8.064
7.9,8.78,8.2,8.008,8.816,8.116,8.716,10.288,7.904,8.092
7.916,8.836,8.156,7.98,8.78,7.96,8.532,10.96,8.028,8.212
8,8.968,8.212,8.052,8.824,7.936,8.356,11.208,8.02,8.124
7.976,9.056,8.328,8.192,8.964,8.032,8.284,10.556,7.94,8.076
7.884,9,8.26,8.132,9.016,8.02,8.324,9.272,7.916,8.036
7.892,9.004,8.232,8.016,8.96,7.868,8.224,8.236,8.048,8.164
7.968,9.128,8.292,8.104,8.956,7.824,8.08,7.688,7.964,8.168
7.972,9.2,8.408,8.296,9.06,7.928,8.036,7.588,7.828,8.076
7.896,9.148,8.38,8.264,9.072,8,8.108,7.748,7.98,8.048
7.88,9.112,8.336,8.144,8.916,7.888,8.068,7.864,8.508,8.148
7.968,9.176,8.344,8.12,8.808,7.812,7.968,7.884,9.056,8.172
8.016,9.192,8.464,8.264,8.804,7.884,7.908,7.848,9.64,8.116
7.936,9.072,8.468,8.24,8.728,7.988,8.056,7.912,10.296,8.088
7.808,8.884,8.404,8.1,8.56,7.908,8.06,7.988,11.024,8.184
7.844,8.836,8.432,8.028,8.408,7.812,7.932,7.96,11.332,8.284
8.144,8.84,8.588,8.2,8.412,7.86,7.924,7.856,10.48,8.216
8.444,8.656,8.592,8.188,8.384,7.964,7.984,7.92,9.044,8.16
8.94,8.468,8.56,8.044,8.22,7.852,8.04,8.028,8.236,8.2
9.584,8.432,8.588,7.952,8.076,7.724,7.924,7.984,7.884,8.376
10.428,8.444,8.74,8.092,8.08,7.904,7.896,7.892,7.86,8.24
11,8.344,8.804,8.056,8.136,8.388,7.948,7.896,7.812,8.16
11.188,8.184,8.768,7.956,8.024,8.84,8.048,8.036,7.896,8.216
10.348,8.172,8.796,7.86,7.948,9.328,7.944,8.012,8.068,8.328
9.064,8.224,8.944,7.972,7.944,10.048,7.888,7.92,8.104,8.22
8.112,8.188,9.044,8.06,8.036,10.856,7.916,7.932,8.024,8.148
7.752,8.08,9.008,7.98,8.008,11.272,8.032,8.032,8.008,8.136
7.816,8.072,9.032,7.86,7.888,10.58,7.972,8.056,8.124,8.26
7.972,8.116,9.104,7.944,7.908,9.152,7.888,7.996,8.12,8.172
8.016,8.152,9.212,8.092,7.972,8.24,7.896,7.956,8.048,8.084
7.952,8.044,9.2,8.004,7.996,7.864,8.048,8.036,8.028,8.02
8.02,7.988,9.164,7.908,7.888,7.744,8.012,8.092,8.176,8.116
8.096,8.06,9.184,7.924,7.86,7.756,7.912,8.028,8.16,8.096
8.084,8.092,9.264,8.06,7.98,7.868,7.904,7.98,8.088,8.036
8.012,8.012,9.176,7.92,8.012,8.044,8.04,8.1,8.02,8.004
7.984,7.984,9.072,7.884,7.92,7.988,8.02,8.156,8.156,8.112
8.084,8.048,8.956,8.22,7.884,7.92,7.932,8.12,8.164,8.12
8.1,8.144,8.956,8.888,7.948,8.004,7.912,8.06,8.104,8.012
8.008,8.048,8.824,9.368,8.004,8.1,8.02,8.12,8.036,8.008
8.016,7.968,8.632,9.984,7.952,8.008,8.044,8.224,8.164,8.112
8.072,8.04,8.512,10.684,7.876,7.888,7.944,8.196,8.212,8.188
8.124,8.116,8.56,11.304,7.952,7.944,7.884,8.14,8.188,8.072
8.06,8.06,8.456,11.036,8.02,8.08,7.98,8.196,8.088,8
8.008,7.98,8.276,9.604,7.964,8.052,8.044,8.316,8.212,7.948
8.072,8.016,8.204,8.436,7.896,7.94,7.956,8.308,8.244,8.076
8.164,8.132,8.272,8.024,7.948,7.948,7.904,8.228,8.216,8.232
8.132,8.088,8.252,7.94,8.048,8.08,7.96,8.276,8.136,8.62
8.052,7.972,8.124,7.908,7.984,8.092,8.052,8.432,8.188,9.176
8.104,8.024,8.092,7.904,7.888,7.98,7.956,8.448,8.332,10.024
8.216,8.1,8.16,8.036,7.92,7.98,7.916,8.38,8.288,10.66
8.18,8.124,8.168,8.14,8.044,8.084,7.928,8.424,8.188,11.16
8.092,7.98,8.088,8.092,8.012,8.144,8.056,8.556,8.232,11.228
8.124,8.012,8.02,8.012,7.88,8.02,8.004,8.628,8.388,10.336
8.228,8.1,8.08,8.084,7.94,8.02,7.904,8.576,8.408,9
8.256,8.128,8.148,8.2,8.048,8.12,7.892,8.628,8.332,8.144
8.168,8.024,8.068,8.128,8.032,8.176,8.032,8.764,8.304,7.836
8.168,7.996,8.02,8,7.912,8.068,8,8.86,8.464,7.988
8.28,8.06,8.06,8.068,7.888,8.06,7.888,8.844,8.472,8.028
8.3,8.096,8.124,8.196,8.016,8.136,7.896,8.86,8.452,8.02
8.248,8.056,8.08,8.156,8,8.24,8.012,8.944,8.384,8.064
8.22,7.984,8.004,8.028,7.948,8.164,7.992,9.08,8.556,8.176
8.336,8.088,8.016,8.052,7.92,8.084,7.896,9.044,8.604,8.248
8.392,8.144,8.14,8.216,8,8.188,7.876,9.02,8.584,8.14
8.38,8.092,8.116,8.212,8.032,8.28,8.012,9.12,8.528,8.116
8.316,7.956,8.028,8.108,8.004,8.24,8.024,9.168,8.712,8.184
8.44,8.068,8.016,8.1,7.896,8.16,7.928,9.124,8.788,8.256
8.54,8.088,8.144,8.232,7.96,8.252,7.896,8.996,8.816,8.164
8.488,8.06,8.108,8.232,8.016,8.364,7.968,8.96,8.76,8.108
8.46,7.94,8.004,8.152,7.972,8.372,8.028,8.96,8.908,8.168
8.576,8.004,8,8.096,7.952,8.268,7.928,8.824,9.032,8.3
8.688,8.1,8.112,8.224,8.02,8.328,7.896,8.604,9.056,8.16
8.676,8.048,8.124,8.276,8.14,8.496,7.912,8.504,9,8.136
8.68,7.992,8.052,8.224,8.104,8.516,8.02,8.488,9.072,8.184
8.72,8.016,8.012,8.168,8.028,8.42,7.924,8.384,9.216,8.3
8.892,8.108,8.104,8.296,8.088,8.496,7.88,8.212,9.212,8.244
8.932,8.056,8.144,8.372,8.192,8.648,7.892,8.152,9.144,8.18
8.908,8.004,8.072,8.296,8.212,8.728,8,8.188,9.176,8.2
8.948,8,8.032,8.244,8.12,8.644,7.968,8.156,9.284,8.34
9.104,8.084,8.064,8.316,8.116,8.696,7.888,8.028,9.208,8.292
9.108,8.084,8.152,8.432,8.204,8.848,7.884,7.948,9.056,8.248
9.064,8.02,8.072,8.388,8.172,8.928,8.016,8.04,8.908,8.232
9.076,7.96,8.052,8.284,8.064,8.84,7.98,8.048,8.964,8.34
9.164,8.044,8.072,8.368,8.044,8.896,7.888,7.964,8.82,8.336
9.188,8.092,8.172,8.532,8.136,9,7.872,7.912,8.64,8.26
9.048,8.02,8.112,8.508,8.116,9.128,8.028,7.964,8.492,8.26
8.916,7.944,8.072,8.396,7.984,9.044,7.996,7.988,8.5,8.384
8.932,8.06,8.056,8.456,7.888,9.012,7.904,7.96,8.472,8.444
8.848,8.088,8.156,8.64,7.948,9.068,7.908,7.884,8.312,8.332
8.664,8.052,8.112,8.644,7.992,9.124,7.992,7.892,8.164,8.336
8.48,7.968,8.032,8.608,7.924,9.028,8,7.96,8.248,8.428
8.484,8.024,8.04,8.62,7.836,8.864,7.936,7.952,8.212,8.552
8.464,8.088,8.168,8.828,7.928,8.796,7.868,7.888,8.144,8.428
8.276,8.052,8.132,8.892,7.976,8.812,7.952,7.92,8.044,8.42
8.16,7.96,8.032,8.84,7.928,8.664,8.024,8.012,8.068,8.492
8.172,7.984,8.02,8.844,7.812,8.444,7.956,7.956,8.144,8.628
8.22,8.092,8.128,9.032,7.896,8.36,7.936,7.848,8.116,8.568
8.124,8.072,8.128,9.1,7.976,8.42,8.012,7.876,8.02,8.54
8.032,7.968,8.036,9.08,7.928,8.296,8.12,8,8.02,8.608
8.04,8.032,8.012,9.052,7.864,8.084,8.032,7.996,8.124,8.78
8.112,8.164,8.096,9.184,7.872,8.068,8.008,7.88,8.076,8.72
8.056,8.132,8.14,9.312,7.952,8.152,8.068,7.864,8.008,8.736
7.944,8.088,8.036,9.276,7.852,8.128,8.216,7.976,7.952,8.788
7.96,8.092,8.02,9.176,7.804,7.948,8.164,8.008,8.076,8.984
8.068,8.224,8.072,9.224,8.08,7.94,8.088,7.9,8.076,8.972
8.048,8.276,8.132,9.328,8.612,8.04,8.068,7.852,7.988,8.956
7.964,8.216,8.056,9.188,9.2,8.068,8.2,7.968,7.968,9.012
7.936,8.156,8.028,8.984,9.792,7.944,8.12,8,8.092,9.176
8.04,8.212,8.08,8.932,10.572,7.9,8.028,7.932,8.112,9.22
8.056,8.28,8.148,8.956,11.188,7.976,8,7.868,8.012,9.176
7.96,8.148,8.076,8.776,11.132,8.024,8.128,7.94,7.944,9.18
7.92,8.084,8.02,8.568,9.8,7.948,8.084,8,8.08,9.304
7.996,8.128,8.02,8.452,8.548,7.884,7.98,7.944,8.08,9.408
8.064,8.212,8.12,8.556,7.936,7.956,7.92,7.856,8.036,9.324
